hotel_code,business_date,total_rooms,current_rooms_sold,current_occupancy,current_adr,current_lead_time,pickup_rate,event_weight,forecast_occupancy,forecast_rooms,forecast_adr,forecast_revpar,has_event,event_count,total_visitors,event_names
hotel_b,2025-09-17,238,83.0,0.3487,432.08,79,0.5483408748114631,0.15,1.0,238.0,432.08,432.08,True,22,72300.0,The World of Hans Zimmer - A New Dimension | CX Innovation Summit | Annual Users Conference
hotel_b,2025-09-09,238,92.0,0.3866,427.19,71,0.537739711269123,0.10714285714285714,1.0,238.0,427.19,427.19,True,16,25500.0,Back to School: The Future of Passive House Training | Translational Digital Pathology & AI Summit | Cipher Talks
hotel_b,2025-07-16,238,190.0,0.7983,425.2,16,0.24740280727675687,0.04705882352941177,1.0,238.0,425.2,425.2,True,15,11200.0,Process Development for Cell Therapies Summit | TIER 1: Introduction to Restorative Justice and Circle Practice | Inner Ear Disorders Therapeutics Summit
hotel_b,2025-07-15,238,204.0,0.8571,422.06,15,0.2339281866592791,0.13781512605042015,1.0,238.0,422.06,422.06,True,17,32800.0,Weird Al Yankovic at Wang Theatre - Boch Center | Annual Dickens Society Symposium | Arts Action Consortium Presents Art of Social Change
hotel_b,2025-09-16,238,85.0,0.3571,421.89,78,0.5470157293686706,0.15,1.0,238.0,421.89,421.89,True,26,68660.0,LSX World Congress USA | The Promise and Peril of CRISPR | Cloud Coach User Conference 2025
hotel_b,2025-09-26,238,106.0,0.4454,405.4,88,0.5602671837965956,0.15,1.0,238.0,405.4,405.4,True,17,56900.0,John Mulaney at Wang Theatre - Boch Center | Testicular Cancer Conferences | Sowa Open Market - September
hotel_b,2025-09-08,238,87.0,0.3655,416.25,70,0.5364145658263305,0.03403361344537815,0.9359481792717087,222.8,416.25,389.59,True,5,8100.0,Splunk .conf | FUTURE FORUM: Health. Tech. Diplomacy. | Annual Preventing and Treating Biological Exposures: An Occupational Health Colloquium
hotel_b,2025-09-27,238,59.0,0.2479,404.87,89,0.5615923292393881,0.15,0.9594923292393881,228.4,404.87,388.47,True,15,75000.0,Brown Bears vs Harvard Crimson | Cabo Verdean Fashion Week Boston 2025 | 2025 New England Regional Juried Exhibition
hotel_b,2025-07-23,238,162.0,0.6807,378.38,23,0.33284553137494316,0.10420168067226891,1.0,238.0,378.38,378.38,True,11,24800.0,Sowa Open Market - July | Beacon Mobility SOAR Leadership Conference | Leading More Effective Teams
hotel_b,2025-09-06,238,79.0,0.3319,375.9,68,0.5337642749407455,0.15,1.0,238.0,375.9,375.9,True,9,181570.0,The Boston Arts Festival | Cambridge Carnival | Seisiún / Dropkick Murphys at Suffolk Downs
hotel_b,2025-08-05,238,113.0,0.4748,374.4,36,0.4290562378797673,0.15,1.0,238.0,374.4,374.4,True,6,41080.0,International System Dynamics Conference | LEAP HR: Life Sciences | Sowa Open Market - August
hotel_b,2025-09-10,238,69.0,0.2899,399.34,72,0.5390648567119155,0.10588235294117647,0.9348472096530919,222.5,399.34,373.32,True,17,25200.0,Translational Digital Pathology & AI Summit | Connect at the List: Graduate Art Students | Splunk .conf
hotel_b,2025-07-08,238,164.0,0.6891,383.48,8,0.1312255671499369,0.15,0.970325567149937,230.9,383.48,372.1,True,11,54180.0,PMP Certification Training Boston | Summer Institute in Global Leadership: Women in Leadership | Digital Asset Tokenization Panel + Summer Social
hotel_b,2025-07-30,238,152.0,0.6387,370.38,30,0.39608920491273436,0.06050420168067227,1.0,238.0,370.38,370.38,True,12,14400.0,"Annual RNA Editing Summit | Safer Science Summit | EXIN BCS Machine Learning Award 1 Day Training in Boston, MA"
hotel_b,2025-07-29,238,138.0,0.5798,378.25,29,0.3870543944073356,0.011764705882352943,0.9786191002896885,232.9,378.25,370.16,True,9,2800.0,Summer Policy Summit | Wild Women of Boston Author Talk with Dina Vargo | Annual Intensive Review of Internal Medicine
hotel_b,2025-07-09,238,170.0,0.7143,364.21,9,0.14609690029858097,0.15,1.0,238.0,364.21,364.21,True,11,41480.0,USENIX Symposium on Operating Systems Design and ImplementationCo-located with USENIX ATC | Traffic Records Forum | Boston Sports and the Struggle for Racial and Gender Equity
hotel_b,2025-09-25,238,50.0,0.2101,391.79,87,0.5589420383538031,0.15,0.919042038353803,218.7,391.79,360.07,True,27,38300.0,Global Summit on Infectious Diseases | PMP Certification Training Boston | Exosome Based Therapeutic Development Summit
hotel_b,2025-08-04,238,104.0,0.437,355.05,35,0.42356173238526185,0.15,1.0,238.0,355.05,355.05,True,5,41700.0,Kansas City Royals vs Boston Red Sox | International System Dynamics Conference | Beginning English Class (Valente)
hotel_b,2025-07-14,238,154.0,0.6471,386.14,14,0.22045356604180136,0.037815126050420166,0.9053686920922215,215.5,386.14,349.6,True,7,9000.0,Annual Dickens Society Symposium | Summer Institute Entrepreneurship | Startup Confessions: A Night of Founder Stories
hotel_b,2025-09-12,238,53.0,0.2227,378.65,74,0.5417151475975005,0.15,0.9144151475975005,217.6,378.65,346.24,True,18,45900.0,Ontario General Contractors Association Annual General Meeting and ConferenceAnnual General Meeting and Conference | Cell & Gene Therapy World Conference CGTWC 2025 | Computational Medicinal Chemistry School
hotel_b,2025-09-13,238,40.0,0.1681,395.01,75,0.5430402930402931,0.15,0.8611402930402932,205.0,395.01,340.16,True,10,46500.0,Net Impact Boston SDG Summit 2025 | New England Valve and Structural Heart Foundation | New York Yankees vs Boston Red Sox
hotel_b,2025-09-19,238,39.0,0.1639,391.38,81,0.5509911656970481,0.15,0.864891165697048,205.8,391.38,338.5,True,12,45800.0,Boston Tattoo Convention | Annual Legal Services Conference | Icsc Local Boston
hotel_b,2025-07-24,238,163.0,0.6849,338.46,24,0.3418803418803419,0.09369747899159664,1.0,238.0,338.46,338.46,True,11,22300.0,Gracie Abrams with Role Model | SI Children and Families Conference | MRS International Risk Conference 2025 and MIT AI & Climate Risk Forum
hotel_b,2025-09-07,238,61.0,0.2563,358.81,69,0.535089420383538,0.15,0.941389420383538,224.1,358.81,337.78,True,8,211700.0,Neurology Conferences USA | 2nd Edition of Dementia World Conference DWC 2025 | The Pogues at Suffolk Downs
hotel_b,2025-09-20,238,53.0,0.2227,378.15,82,0.5523163111398406,0.11710084033613445,0.892117151475975,212.3,378.15,337.35,True,16,27870.0,Style Exchange: Southie Thrift Market | Sowa Open Market - September | The Better Card Show
hotel_b,2025-09-18,238,36.0,0.1513,395.32,80,0.5496660202542556,0.15,0.8509660202542556,202.5,395.32,336.4,True,21,55400.0,Discover  the world of Japanese Sake (21+) | Computational Medicinal Chemistry School | Sowa Open Market - September
hotel_b,2025-08-26,238,30.0,0.1261,422.67,57,0.5142318465847878,0.15,0.7903318465847878,188.1,422.67,334.05,True,6,38780.0,Sowa Open Market - August | The Who | Mass General History: Two Centuries in 45 Minutes
hotel_b,2025-08-30,238,66.0,0.2773,347.39,61,0.524488256841198,0.15,0.951788256841198,226.5,347.39,330.64,True,6,83200.0,"Opening Reception - 2025 New England Regional Juried Exhibition | Sowa Open Market - August | Ven, Dutch ReBelle, and JDAGZ"
hotel_b,2025-08-29,238,79.0,0.3319,326.11,60,0.5231631113984055,0.15,1.0,238.0,326.11,326.11,True,6,50800.0,Annual Oligonucleotides for CNS Summit | Nine Inch Nails with Boys Noize | Pittsburgh Pirates vs Boston Red Sox
hotel_b,2025-07-17,238,140.0,0.5882,334.73,17,0.2608774278942346,0.11924369747899159,0.9683211253732261,230.5,334.73,324.13,True,16,28380.0,Kidney Cancer Research Summit | Sowa Open Market - July | International ACAC Conference
hotel_b,2025-09-15,238,31.0,0.1303,424.33,77,0.5456905839258781,0.07983193277310924,0.7558225166989874,179.9,424.33,320.72,True,8,19000.0,American Public Transportation Association TRANSform | APTA TRANSform Conference | Trade Secret IP Protection & Litigation: Boston
hotel_b,2025-07-22,238,107.0,0.4496,391.52,22,0.3238107208695444,0.03949579831932773,0.8129065191888721,193.5,391.52,318.27,True,9,9400.0,"Chief Patient Officer Summit | Lead Smarter with Emotional Intelligence - 1 Day Workshop in Boston, MA | mRNA-Based Therapeutics Summit"
hotel_b,2025-07-26,238,132.0,0.5546,318.23,26,0.3599499628911394,0.15,1.0,238.0,318.23,318.23,True,13,71060.0,Boston Chocolate Tour: From Beacon Hill to Boston Public Market | “Artist on View” FREE Artist Talk with Margaret Sheldon | Seeing Across Generations Panel Discussion
hotel_b,2025-08-23,238,83.0,0.3487,311.52,54,0.5053005817711701,0.14831932773109244,1.0,238.0,311.52,311.52,True,4,35300.0,NAWIC Conference | JONASCON at Fenway Park | Jonas Brothers with Marshmello and Boys Like Girls
hotel_b,2025-08-18,238,90.0,0.3782,310.91,49,0.4904151404151405,0.15,1.0,238.0,310.91,310.91,True,5,46400.0,Sowa Open Market - August | Baltimore Orioles vs Boston Red Sox | International Symposium on Proteomics in the Life Sciences
hotel_b,2025-07-07,238,147.0,0.6176,351.33,7,0.11635423400129283,0.15,0.8839542340012929,210.4,351.33,310.56,True,8,41900.0,USENIX Symposium on Operating Systems Design and ImplementationCo-located with USENIX ATC | Traffic Records Forum | Summer Institute in Global Leadership: Women in Leadership
hotel_b,2025-07-10,238,164.0,0.6891,309.71,10,0.16096823344722505,0.15,1.0,238.0,309.71,309.71,True,10,41000.0,PMP Certification Training Boston | Sowa Open Market - July | Summer Institute in Global Leadership: Women in Leadership
hotel_b,2025-08-25,238,34.0,0.1429,382.43,56,0.5112547583135819,0.15,0.804154758313582,191.4,382.43,307.53,True,4,44300.0,Sowa Open Market - August | Chris Brown with Summer Walker and Bryson Tiller | Annual Oligonucleotides CMC & Analytical Development Summit
hotel_b,2025-09-05,238,64.0,0.2689,328.77,67,0.532439129497953,0.13277310924369748,0.9341122387416505,222.3,328.77,307.11,True,6,31600.0,2nd Edition of Dementia World Conference DWC 2025 | Credit Union Leadership Symposium | The Clinical Pathways Congress + Cancer Care Business Exchange
hotel_b,2025-08-19,238,88.0,0.3697,306.82,50,0.4933922286863464,0.15,1.0,238.0,306.82,306.82,True,9,49570.0,Mass General History: Two Centuries in 45 Minutes | The Bioprocessing Summit | The Joe Perry Project with Chris Robinson and more!
hotel_b,2025-08-22,238,101.0,0.4244,306.68,53,0.5023234934999642,0.1180672268907563,1.0,238.0,306.68,306.68,True,6,28100.0,"Free Outdoor Meditation at Boston Public Garden | Sowa Open Market - August | Lead Smarter with Emotional Intelligence - 1 Day Workshop in Boston, MA"
hotel_b,2025-08-12,238,78.0,0.3277,344.29,43,0.4675177763413058,0.0873109243697479,0.8825287007110536,210.0,344.29,303.85,True,6,20780.0,AAS/AIAA Astrodynamics Specialist Conference | Gyotaku  - Japanese printmaking | Mass General History: Two Centuries in 45 Minutes
hotel_b,2025-09-24,238,27.0,0.1134,411.82,86,0.5576168929110106,0.0634453781512605,0.734462271062271,174.8,411.82,302.47,True,17,15100.0,BBA University & Corporate Blockchain Workshop @ Suffolk University | CAR-TCR Summit | Women in Insurance Tech Conference
hotel_b,2025-07-12,238,168.0,0.7059,300.82,12,0.19071089974451322,0.15,1.0,238.0,300.82,300.82,True,8,60190.0,Tampa Bay Rays vs Boston Red Sox | Boston Summit of Strength | Artbeat
hotel_b,2025-07-11,238,186.0,0.7815,299.91,11,0.17583956659586913,0.15,1.0,238.0,299.91,299.91,True,5,41900.0,Tampa Bay Rays vs Boston Red Sox | Jennifer Jewell and Tim Johnson: A Fireside Chat | World Congress on Thyroid Cancer
hotel_b,2025-08-20,238,89.0,0.3739,300.02,51,0.4963693169575523,0.1285714285714286,0.9988407455289809,237.7,300.02,299.67,True,8,30600.0,Biotech Networks Speed Networking Boston August 20 2025 | HEAT Show | Annual Gene Therapy Patient Engagement Summit
hotel_b,2025-07-21,238,83.0,0.3487,402.45,21,0.31477591036414565,0.07731092436974789,0.7407868347338935,176.3,402.45,298.13,True,6,18400.0,WRS Certified Teacher Conference | Perkins CVI Conference | mRNA-Based Therapeutics Summit
hotel_b,2025-07-28,238,98.0,0.4118,361.64,28,0.37801958390193685,0.028865546218487394,0.8186851301204242,194.8,361.64,296.07,True,7,6870.0,Safer Science Summit | ChatGPT for Boston Beauty Pros: Prompt Better. Save Time. Book More. | Annual Intensive Review of Internal Medicine
hotel_b,2025-07-19,238,147.0,0.6176,312.73,19,0.28782666912919014,0.03487394957983193,0.940300618709022,223.8,312.73,294.06,True,5,8300.0,Advanced Placement Annual Conference | Director's Critical Skills Conference | Perkins CVI Conference
hotel_b,2025-07-25,238,145.0,0.6092,293.61,25,0.3509151523857406,0.15,1.0,238.0,293.61,293.61,True,5,45100.0,Sowa Open Market - July | SI Children and Families Conference | Clinical Psychology One-Week Summer Program
hotel_b,2025-08-01,238,139.0,0.584,288.4,32,0.40707821590174537,0.15,1.0,238.0,288.4,288.4,True,9,56300.0,Linkin Park with PVRIS | NCEL's National Forum | Annual Intensive Review of Internal Medicine
hotel_b,2025-08-02,238,135.0,0.5672,287.33,33,0.41257272139625084,0.15,1.0,238.0,287.33,287.33,True,6,40000.0,"SHE Art Exhibition at Laconia Gallery, Boston | Annual Intensive Review of Internal Medicine | REQUEST Mini Conference"
hotel_b,2025-09-28,238,25.0,0.105,349.53,90,0.5629174746821806,0.15,0.8179174746821806,194.7,349.53,285.89,True,12,58300.0,RLI Summit | Sowa Open Market - September | Laser & Aesthetic Skin Therapy: What's the Truth?
hotel_b,2025-07-18,238,121.0,0.5084,319.79,18,0.27435204851171235,0.10882352941176471,0.8915755779234771,212.2,319.79,285.12,True,8,25900.0,"Breast Cancer: New Horizons, Current Controversies | Director's Critical Skills Conference | Free Outdoor Meditation at Boston Public Garden"
hotel_b,2025-09-11,238,39.0,0.1639,372.44,73,0.540390002154708,0.06050420168067227,0.7647942038353803,182.0,372.44,284.84,True,23,14400.0,CIO Insight North America - Boston MA | Splunk .conf | Computational Medicinal Chemistry School
hotel_b,2025-08-17,238,105.0,0.4412,283.41,48,0.48743805214393454,0.15,1.0,238.0,283.41,283.41,True,6,69000.0,Select Summer Thrift Market @ SoWa Power Station | International Symposium on Proteomics in the Life Sciences | Miami Marlins vs Boston Red Sox
hotel_b,2025-09-23,238,28.0,0.1176,389.24,85,0.5562917474682181,0.052100840336134456,0.7259925878043526,172.8,389.24,282.59,True,15,12400.0,Arts Action Consortium presents Navigating Institutions | NetBrain LIVE 2025! | Annual Targeted Radiopharmaceuticals Supply Chain and Manufacturing Summit
hotel_b,2025-07-31,238,101.0,0.4244,295.24,31,0.40158371040723984,0.12478991596638656,0.9507736263736264,226.3,295.24,280.71,True,14,29700.0,Annual Summit For Women Leaders in Life Sciences Law | Annual Next Generation Gene Therapy Vectors | ICSC New England
hotel_b,2025-09-22,238,31.0,0.1303,388.37,84,0.5549666020254256,0.03487394957983193,0.7201405516052575,171.4,388.37,279.68,True,5,8300.0,Sowa Open Market - September | Womens Health Innovation Summit | AFIB Fall Conference
hotel_b,2025-08-06,238,45.0,0.1891,360.88,37,0.43455074337427285,0.15,0.7736507433742729,184.1,360.88,279.2,True,6,39900.0,Annual Meeting And Conference of the Central Bank Research Association | Introduction to Cyber Security/AI Professional Training  - FREE Open House! | Sowa Open Market - August
hotel_b,2025-09-14,238,27.0,0.1134,342.71,76,0.5443654384830856,0.15,0.8077654384830856,192.2,342.71,276.83,True,9,103780.0,"Sowa Open Market - September | ""Artist on View"" Free Portraiture Demo with Matt Miller | Ontario General Contractors Association Annual General Meeting and ConferenceAnnual General Meeting and Conference"
hotel_b,2025-08-11,238,70.0,0.2941,336.66,42,0.46202327084680034,0.055462184873949584,0.8115854557207499,193.2,336.66,273.23,True,4,13200.0,Gyotaku  - Japanese printmaking | Sowa Open Market - August | Coast Collective Show - Boston
hotel_b,2025-08-15,238,79.0,0.3319,282.39,46,0.4814838756015227,0.15,0.9633838756015227,229.3,282.39,272.05,True,8,83500.0,Infekt | WWE SmackDown | Sowa Open Market - August
hotel_b,2025-09-03,238,53.0,0.2227,294.31,65,0.529788838612368,0.15,0.9024888386123681,214.8,294.31,265.61,True,15,43660.0,Small Business Liftoff! Financial & Marketing Strategies | Northeast Dreamin | Veeva R&D and Quality Summit
hotel_b,2025-08-24,238,77.0,0.3235,306.85,55,0.508277670042376,0.030252100840336135,0.8620297708827122,205.2,306.85,264.51,True,2,7200.0,Sowa Open Market - August | MUJERES PODEROSAS EN BOSTON
hotel_b,2025-08-03,238,90.0,0.3782,278.96,34,0.41806722689075637,0.15,0.9462672268907564,225.2,278.96,263.97,True,6,42400.0,American Society for Preventive Cardiology Congress on CVD Prevention | Houston Astros vs Boston Red Sox | International System Dynamics Conference
hotel_b,2025-08-16,238,74.0,0.3109,278.0,47,0.48446096387272863,0.15,0.9453609638727286,225.0,278.0,262.81,True,7,68700.0,Research Getaway in Boston: Technology in Family History | Boston Chocolate Tour: From Beacon Hill to Boston Public Market | Sowa Open Market - August
hotel_b,2025-08-13,238,64.0,0.2689,335.33,44,0.47301228183581134,0.03907563025210084,0.7809879120879121,185.9,335.33,261.89,True,7,9300.0,From Slavery to Freedom: The Story of How Harriet Jacobs Freed Herself | What's Right in Health Care | MLA Outlook
hotel_b,2025-08-27,238,38.0,0.1597,341.81,58,0.5172089348559937,0.08319327731092438,0.7601022121669182,180.9,341.81,259.81,True,9,19800.0,"Annual Oligonucleotides CMC & Analytical Development Summit | EXIN Blockchain Essentials 1 Day Training in Boston, MA | Tate McRae with Zara Larsson"
hotel_b,2025-09-04,238,40.0,0.1681,298.55,66,0.5311139840551605,0.15,0.8492139840551606,202.1,298.55,253.53,True,10,42800.0,NE Materials Show | Veeva Systems R&D Summit | LMA Research Data Management Working Group Monthly Meeting
